codice esercizio,PROVINCIA,COMUNE,CATEGORIA,DENOMINAZIONE,name,operator,LOCALITA,FRAZIONE,INDIRIZZO 1,INDIRIZZO 2,CAP,TELEFONO,CELLULARE,FAX,EMAIL,SITO,N_CAMERE,N_POSTI_LETTO,N_BAGNI,oh,PERIODO_APERTURA 1,PERIODO_APERTURA 2,PERIODO_APERTURA 3,PERIODO_APERTURA 4,PERIODO_APERTURA 5,PERIODO_APERTURA 6,PERIODO_APERTURA 7,PERIODO_APERTURA 8,lat,lng
49641,UDINE,PAGNACCO,Comfort,Green Time di Ganzini Mauro,Green Time ,Ganzini Mauro,-,-,Via Plaino, 17/4,33010,+39 0432 661194,+39 339 4188098,,mauro.ganzini@gmail.com,,1,2,1,Mar 01 - Oct 31,Mar 01 - Oct 31,,,,,,,,46.1157297,13.1829911
45960,UDINE,PALMANOVA,Superior,Piazza Grande,,,-,-,Piazza Grande,14,33057,+39 0432 923774,,,LUCIA@CREDRA.COM,,1,4,1,"Feb 01 - Feb 28, Apr 01 - Jun 30, Aug 01 - Aug 30, Sep 15 - Sep 30",Feb 01 - Feb 28,Apr 01 - Jun 30,Aug 01 - Aug 30,Sep 15 - Sep 30,,,,,45.9053391,13.3099274926598
38000,UDINE,PALMANOVA,-,Casa Dei Tori di Gori Elena,Casa Dei Tori ,Gori Elena,-,JALMICCO,Via Oberdan, 12/A,33057,+39 0432 928100,+39 338 5336396,+39 0432 920789,silvia.savi@tiscali.it,http://www.casadeitori.it,3,6,2,Apr 01 - Dec 31,Apr 01 - Dec 31,,,,,,,,,
55160,UDINE,PALUZZA,Superior,Casadicenta di Di Centa Manuela,,Centa Manuela,-,RIVO,Via Principale,12,33026,,+39 335 5495289,,casadicenta@manueladicenta.it,http://www.casadicenta.it,1,5,1,"Jan 01 - Mar 15, Mar 25 - May 15, Jun 01 - Sep 25, Oct 29 - Nov 15, Dec 01 - Dec 31",Jan 01 - Mar 15,Mar 25 - May 15,Jun 01 - Sep 25,Oct 29 - Nov 15,Dec 01 - Dec 31,,,,46.5213264,13.0102182
36960,UDINE,PALUZZA,-,Da Carletto di Bellina Carlo,Da Carletto ,Bellina Carlo,-,CLEULIS,Via Vittorio Veneto,10,33026,+39 0433 779151,,,,,3,6,3,Jul 15 - Sep 15,Jul 15 - Sep 15,,,,,,,,46.5668657,13.0038208
57500,UDINE,PASIAN DI PRATO,Standard,B&B Colloredo di  Blasutig Gianalberto,,Blasutig Gianalberto,BONAVILLA,COLLOREDO DI PRATO,Via dei Faggi,5,33037,,+39 3336457528,,nuovosanpaolo@yahoo.it,,1,2,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.0655388,13.1699073
2395,UDINE,PAULARO,-,Ravinis di Maion Endrio,Ravinis ,Maion Endrio,-,RAVINIS,Via Monte Pizzul,17,33027,+39 0433 70643,+39 333 5207000,,ileniafabiani@libero.it,http://www.bedandbreakfastravinis.it,3,6,1,"Jan 01 - Jan 15, Mar 20 - Apr 20, Jun 15 - Sep 15, Dec 15 - Dec 31",Jan 01 - Jan 15,Mar 20 - Apr 20,Jun 15 - Sep 15,Dec 15 - Dec 31,,,,,46.5425318,13.1310034
51820,UDINE,PAVIA DI UDINE,Superior,B.& B. Il Borghetto di Grinovero Elena,B.& B. Il Borghetto ,Grinovero Elena,-,PERCOTO,Via Pre Zaneto,34,33050,+39 0432676386  0432676340,,+39 0432 676240,elena@lapein.it,,1,3,1,"Mar 01 - May 15, Jun 01 - Aug 15, Sep 01 - Dec 30",Mar 01 - May 15,Jun 01 - Aug 15,Sep 01 - Dec 30,,,,,,45.9715892,13.3179878
53481,UDINE,POCENIA,Comfort,Angolo di Paradiso,,di Paradiso,PARADISO,-,Via Crosaris,2,33050,,+39 346 8660347,+39 0432 777299,f.tonizzo@gmail.com,http://www.facebook.com/pages/BB-Angolo-di-Paradiso,2,3,1,Apr 01 - Oct 31,Apr 01 - Oct 31,,,,,,,,45.86771,13.145554
2529,UDINE,PONTEBBA,Standard,Alte Schule di Fortin Luciano,Alte Schule ,Fortin Luciano,-,-,Via della Chiesa,7,33016,+39 0428 90483,+39 347 1662012,+39 0428 90483,,,2,6,1,"Jan 01 - Apr 15, Jul 01 - Aug 31, Dec 15 - Dec 31",Jan 01 - Apr 15,Jul 01 - Aug 31,Dec 15 - Dec 31,,,,,,46.5078596,13.3079569
2364,UDINE,PONTEBBA,Standard,Ta Famée di Buzzi Fulvia,Ta Famée ,Buzzi Fulvia,PONTAFEL,-,Via della Chiesa,22,33016,,+39 340 5621350,+39 0428 991307,tafamee@libero.it,http://www.tafamee.it,3,6,2,"Jan 01 - Apr 02, Apr 29 - Aug 18, Sep 18 - Dec 05, Dec 24 - Dec 31",Jan 01 - Apr 02,Apr 29 - Aug 18,Sep 18 - Dec 05,Dec 24 - Dec 31,,,,,46.5078596,13.3079569
2535,UDINE,PONTEBBA,Comfort,Al Ghiro di Buzzi Luisa,Al Ghiro ,Buzzi Luisa,-,-,Via Zardini,32,33016,+39 0428 90727,+39 335 7020598,,marziadigas@libero.it,,2,4,1,"Jan 01 - Mar 15, Jul 01 - Sep 15, Dec 01 - Dec 31",Jan 01 - Mar 15,Jul 01 - Sep 15,Dec 01 - Dec 31,,,,,,,
2534,UDINE,PONTEBBA,Comfort,Pontafel di Degano Maria Elisabetta,,Maria Elisabetta,-,-,Via Mazzini,46,33016,+39 0428 90626,,,b.b.pontafel@tiscali.it,,2,6,1,"Jan 01 - Mar 10, Mar 20 - Apr 02, Apr 20 - May 20, May 24 - Jun 03, Jun 14 - Sep 15, Sep 28 - Oct 15, Nov 23 - Dec 31",Jan 01 - Mar 10,Mar 20 - Apr 02,Apr 20 - May 20,May 24 - Jun 03,Jun 14 - Sep 15,Sep 28 - Oct 15,Nov 23 - Dec 31,,46.5066268,13.3064556
2426,UDINE,PONTEBBA,-,B&B di Monica E Mauro di Festari Monica,B&B di Monica E Mauro ,Festari Monica,-,-,Via Paceida,3,33016,+39 0428 90960,,,monicaf65@aliceposta.it,,3,6,3,"Jan 15 - Mar 15, Oct 01 - Dec 15",Jan 15 - Mar 15,Oct 01 - Dec 15,,,,,,,,
42140,UDINE,PORPETTO,Standard,Casa Del Lauro,,Del Lauro,-,-,Via Verdi,8,33050,,+39 3389377736,,casadellauroporpetto@gmail.com,http://www.casadellauro.com,4,8,2,"Jan 01 - Nov 15, Dec 01 - Dec 31",Jan 01 - Nov 15,Dec 01 - Dec 31,,,,,,,,
65080,UDINE,POVOLETTO,Superior,Cjampa  di Brezzi Francesco,Cjampa  ,Brezzi Francesco,-,SAVORGNANO DEL TORRE,Via dei Monti,4,,,+39 3484761045  3342813680,,brezzi.francesco@gmail.com,,3,5,3,"Jan 01 - Jan 31, Mar 01 - Oct 30, Dec 01 - Dec 31",Jan 01 - Jan 31,Mar 01 - Oct 30,Dec 01 - Dec 31,,,,,,46.1674796,13.2649177
41005,UDINE,POVOLETTO,Superior,Le Rondini di Salvador Edi,Le Rondini ,Salvador Edi,POVOLETTO,GRIONS DEL TORRE,Via Monte Canin,1,33040,+39 0432 664485,+39 347 3216207,,prenotazioni@allerondini.it,http://www.allerondini.it,2,4,2,Mar 01 - Nov 30,Mar 01 - Nov 30,,,,,,,,46.1052035,13.3046959
56880,UDINE,POZZUOLO DEL FRIULI,Standard,Apricot di Migliore Annunziata,Apricot ,Migliore Annunziata,-,Zugliano,Via XXV aprile, 7/b,33050,+39 0432 690965,+39 392 8800503,+39 0432 690965,b.e.b.a@live.it,,2,4,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,,
54260,UDINE,POZZUOLO DEL FRIULI,Comfort,Rose di Starc Ondina,Rose ,Starc Ondina,-,-,Via Genova,55,33050,+39 0432 635002,+39 348 2660910,+39 0432 665568,b2b.rose.udine@gmail.com,,1,2,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,,
44160,UDINE,POZZUOLO DEL FRIULI,-,Alla Luna di Gori Nadia,Alla Luna ,Gori Nadia,-,CARGNACCO,Via San Giorgio,27,33050,+39 0432 560205,+39 3313813506,+39 0432 3061279,bebluna@alice.it,,3,6,2,"Jan 01 - Apr 30, May 16 - Jul 31, Sep 01 - Oct 31, Dec 01 - Dec 15",Jan 01 - Apr 30,May 16 - Jul 31,Sep 01 - Oct 31,Dec 01 - Dec 15,,,,,46.0038142,13.2291297
2361,UDINE,PRADAMANO,Superior,B&B di Villa Ottelio di Miani Mercede,B&B di Villa Ottelio ,Miani Mercede,-,-,Via Torricelle,20,33040,+39 0432 670459,,,bbottelio@libero.it,http://www.bbottelio.eu,3,8,3,"Jan 01 - Jan 20, Feb 22 - Dec 31",Jan 01 - Jan 20,Feb 22 - Dec 31,,,,,,,46.0265571,13.2997087
44440,UDINE,PRADAMANO,Standard,Italia di Tami Roberto,Italia ,Tami Roberto,-,-,Via Lovaria,26,33040,+39 0432 670174,+39 339 7612524,+39 0432 670174,vinitami@libero.it,http://www.vinitami.it,3,6,2,Jan 15 - Dec 15,Jan 15 - Dec 15,,,,,,,,46.0254683,13.3082829
48560,UDINE,PRATO CARNICO,Standard,Dal Nuf,,,-,-,Frazione Pesariis,117,33020,,+39 348 5431964,,teresadalnuf@yahoo.it,,2,3,1,Mar 20 - Oct 25,Mar 20 - Oct 25,,,,,,,,46.5213165,12.7696293
65940,UDINE,PRECENICCO,Standard,B & B Virginia Ranch,,Virginia Ranch,-,-,Via Canedo,2,33050,+39 3484441464,+39 3484441464,,virginiaranch@yahoo.it,,3,6,1,Feb 01 - Nov 30,Feb 01 - Nov 30,,,,,,,,45.750807,13.0595393
40760,UDINE,PRECENICCO,-,Villa Pinella di De Minicis Giovanni,,Minicis Giovanni,-,-,Via Pra della Narda,2,33050,+39 0431 589781,+39 335 5426838,,g.deminicis@cheapnet.it,http://www.villapinella.it,3,6,3,Mar 01 - Nov 30,Mar 01 - Nov 30,,,,,,,,45.7829959,13.0770076
52780,UDINE,PREMARIACCO,Superior,D Orsaria B. E B. And Wine di De Nipoti Maria Flavia,,Maria Flavia,-,ORSARIA,Via Buttrio,8,33040,+39 0432 720563,+39 340 9368222,+39 0432 720563,info@dorsaria.it,http://www.dorsariabedandbreakfast.it,2,6,2,Mar 01 - Nov 30,Mar 01 - Nov 30,,,,,,,,46.0352556,13.3749479
52940,UDINE,PREPOTTO,Comfort,Il Petelin,,,-,-,Via Berduce, 27 A,33040,,+39 339 6100424,,INFO.PETELIN@BERDA.IT,http://WWW.BERDA.IT,1,2,1,Apr 01 - Nov 30,Apr 01 - Nov 30,,,,,,,,,
2617,UDINE,PREPOTTO,-,Casa Caterina da Centa,,da Centa,-,CENTA,Via Centa,76,33040,+39 0432 713237,+39 347 7056472,,caterinadacenta@yahoo.it,,3,6,2,Mar 01 - Dec 30,Mar 01 - Dec 30,,,,,,,,46.0566331,13.4883167
2485,UDINE,PREPOTTO,-,Casale Don Giovanni di De Pasquale Giuseppina,,Pasquale Giuseppina,-,-,Località Franz,131,33040,+39 0432 713252,+39 3487080550,+39 432737723,info@casaledongiovanni.it,http://www.casaledongiovanni.it,3,3,2,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,,
2373,UDINE,PULFERO,-,Chiabudini di Chiabudini Tullio,Chiabudini ,Chiabudini Tullio,-,BRISCHIS,Frazione Ronchis,106,33046,+39 0432 726245,,,,,2,4,2,Mar 01 - Sep 30,Mar 01 - Sep 30,,,,,,,,,
67900,UDINE,RAGOGNA,Superior,Armonie di Sivilotti Micaela,Armonie ,Sivilotti Micaela,RAGOGNA,SAN GIACOMO,Via Muris,37,33030,,+39 334 7028983,,micaela.sivi@gmail.com,,1,3,1,"Jan 01 - Jan 31, Apr 01 - Oct 30, Dec 01 - Dec 31",Jan 01 - Jan 31,Apr 01 - Oct 30,Dec 01 - Dec 31,,,,,,46.1846355,12.9824127
49640,UDINE,RAGOGNA,Comfort,B&B Marina di Marini Marina,B&B Marina ,Marini Marina,-,MURIS,Via Osoppo,41,33030,,,+39 0432 955333,info@bebmarina.com,http://www.bebmarina.com,2,6,2,Mar 01 - Nov 30,Mar 01 - Nov 30,,,,,,,,46.191012,13.0019265
2515,UDINE,RAGOGNA,-,Tabine di Piccoli Maria Assunta,,Maria Assunta,TABINE,SAN PIETRO,Via 2 giugno,17,33030,+39 0432 954213,,+39 0432 954213,info@alvecjotraghet.it,http://www.alvecjotraghet.it,3,6,3,"Jan 01 - Jan 31, Mar 15 - Oct 30, Dec 01 - Dec 31",Jan 01 - Jan 31,Mar 15 - Oct 30,Dec 01 - Dec 31,,,,,,,
36040,UDINE,RAVASCLETTO,-,Il Ranuncolo di De Crignis Flavia,,Crignis Flavia,RAVASCLETTO,-,Via Valcalda,10,33020,,+39 338 1689291,,ilranuncolo@bbcarnia.it,http://www.bbcarnia.it,2,7,2,"Jan 01 - May 20, Jun 01 - Sep 30, Dec 20 - Dec 31",Jan 01 - May 20,Jun 01 - Sep 30,Dec 20 - Dec 31,,,,,,46.522331,12.9231559
42380,UDINE,RAVASCLETTO,-,Infiore di Ramon Ines,Infiore ,Ramon Ines,-,FRAZIONE ZOVELLO,Via Stalivieri, 24/BIS,33020,+39 0433 66371,+39 335 441300,+39 0433 66371,inesramon@libero.it,,3,5,3,"Jan 01 - Jan 06, Feb 01 - Mar 31, Jun 15 - Sep 15, Dec 27 - Dec 31",Jan 01 - Jan 06,Feb 01 - Mar 31,Jun 15 - Sep 15,Dec 27 - Dec 31,,,,,46.5317767,12.9517311
50161,UDINE,RAVEO,Standard,Fra Luci E Misteli di Cordovado Stefano,Fra Luci E Misteli ,Cordovado Stefano,-,-,Via Macilles,13,33029,+39 0433 746212,+39 347 0573046,,stefanocordovado@alice.it,http://www.fraluciemisteli.it,3,6,1,"Jun 01 - Jul 02, Jul 03 - Jul 31, Aug 01 - Aug 31, Sep 01 - Sep 30",Jun 01 - Jul 02,Jul 03 - Jul 31,Aug 01 - Aug 31,Sep 01 - Sep 30,,,,,46.4390816,12.8580551
2547,UDINE,REANA DEL ROJALE,-,I Fruz di Caporale Monica,I Fruz ,Caporale Monica,-,-,Via Carbonaria,5,33010,+39 0432 857767,+39 333 4486073,,bb.ifruz@libero.it,,3,5,2,"Jan 06 - Feb 18, Mar 02 - Apr 30, May 13 - Aug 19, Sep 02 - Oct 07, Oct 12 - Nov 18, Nov 25 - Dec 31",Jan 06 - Feb 18,Mar 02 - Apr 30,May 13 - Aug 19,Sep 02 - Oct 07,Oct 12 - Nov 18,Nov 25 - Dec 31,,,46.11928,13.2514303
2550,UDINE,RIVE D ARCANO,-,Il Castelliere di Della Vedova Germano,,Vedova Germano,-,ARCANO INFERIORE,Via Inferiore Francesco Arcano, 1/A,33030,+39 0432 809171,,+39 0432 809171,bbilcastelliere@alice.it,http://www.bedandbreakfastfvg.com,4,8,3,"Jan 01 - Jan 31, Mar 01 - Oct 31, Dec 01 - Dec 31",Jan 01 - Jan 31,Mar 01 - Oct 31,Dec 01 - Dec 31,,,,,,46.1346345,13.0294718
43520,UDINE,RIVE D ARCANO,-,Nel Cuore Del Friuli di Giacomini Franco,Nel Cuore Del Friuli ,Giacomini Franco,-,GIAVONS,Via della Stazione,6,33030,+39 0432 809291,+39 335 7031140,,giacomini.franco@gmail.com,http://www.locandanelcuoredelfriuli.it,3,6,1,Feb 01 - Dec 31,Feb 01 - Dec 31,,,,,,,,,
57820,UDINE,RIVIGNANO TEOR,Superior,B&B Casa Mia di  Pitton Piera,,Pitton Piera,RIVIGNANO TEOR,-,Via Paolo Solimbergo,19,33061,,+39 340 5039329,,beb.casamia@libero.it,http://www.bebcasamia.it,4,8,4,Jan 03 - Nov 03,Jan 03 - Nov 03,,,,,,,,45.8678864,13.0421976
62480,UDINE,RIVIGNANO TEOR,Superior,Casa Filaferro di Feruglio Anna,Casa Filaferro ,Feruglio Anna,RIVIGNANO TEOR,RIVARROTTA,Vicolo Molino,3,33061,,+39 349 3699536,,anna.feruglio@casafilaferro.it,,2,5,2,Apr 05 - Oct 31,Apr 05 - Oct 31,,,,,,,,45.8208817,13.0829718
42021,UDINE,RIVIGNANO TEOR,Superior,Palazzo Strassoldo di Del Mestre Renzo,,Mestre Renzo,-,DRIOLASSA,Via San Marco,3,33050,+39 0432 771039,+39 348 1619337,,redeme@hotmail.com,,2,8,2,Feb 01 - Nov 30,Feb 01 - Nov 30,,,,,,,,45.8481694,13.0686784
41500,UDINE,RIVIGNANO TEOR,Standard,Il Tempo Del Giardino di Pertoldeo Maria Laura,,Maria Laura,RIVIGNANO,-,Via Umberto I, 2/A,33050,,+39 327 7470194,,info@iltempodelgiardino.it,http://www.iltempodelgiardino.it,4,7,4,Mar 10 - Nov 08,Mar 10 - Nov 08,,,,,,,,,
50083,UDINE,RUDA,Comfort,Villa Rita di Marconato Patrizia,Villa Rita ,Marconato Patrizia,-,-,Via Cortona,21,33050,,+39 338 9536765,+39 0432 524173,bbvillaritaruda@gmail.com,,3,6,3,Apr 01 - Sep 30,Apr 01 - Sep 30,,,,,,,,45.8179057,13.4114776
54360,UDINE,SAN DANIELE DEL FRIULI,Superior,Bed And Breakfast Antico Borgo di Clarini Elvia,Bed And Breakfast Antico Borgo ,Clarini Elvia,AONEDIS,-,Località Aonedis,20,33038,,+39 334 7164203,,a.lenarduzzi@hotmail.it,,2,3,2,"Jan 01 - Jan 12, Feb 24 - Mar 02, Apr 03 - Sep 14, Oct 01 - Oct 19, Oct 31 - Dec 31",Jan 01 - Jan 12,Feb 24 - Mar 02,Apr 03 - Sep 14,Oct 01 - Oct 19,Oct 31 - Dec 31,,,,46.148871,12.9648194
71740,UDINE,SAN DANIELE DEL FRIULI,Standard,B & B Cuore di Pigat Fabiola,B & B Cuore ,Pigat Fabiola,-,-,Via monsignor Egidio Fant,44,33038,+39 0427 808873,,+39 0427 808874,fabi.pigat@gmail.com,,2,4,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.154745,13.0018565
68660,UDINE,SAN DANIELE DEL FRIULI,Standard,Bed And Breakfast Villanova di De Cecco Monica,,Cecco Monica,-,VILLANOVA,via Nazionale, 37-39,33038,+39 0432 956262,,,monica.dececco@tiscali.it,,3,6,2,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.1311386,12.9695321
54460,UDINE,SAN DANIELE DEL FRIULI,Standard,The Green Corner S Hangout di Bulligan Mariano,The Green Corner S Hangout ,Bulligan Mariano,-,-,Via Alessandro Manzoni,18,33038,,+39 328 9626086,,hangout.thegreencorners@gmail.com,,2,6,1,May 16 - Dec 31,May 16 - Dec 31,,,,,,,,46.16086,13.0122897
2598,UDINE,SAN DANIELE DEL FRIULI,-,Clarini Jole,,,-,-,Via Osoppo,44,33038,+39 0432 955397,+39 348 0008647   334 3209205,,jolli@email.it,,2,5,2,"Jan 01 - Feb 15, Feb 16 - Sep 01, Sep 02 - Oct 15, Nov 16 - Dec 31",Jan 01 - Feb 15,Feb 16 - Sep 01,Sep 02 - Oct 15,Nov 16 - Dec 31,,,,,46.1632024,13.0148181
2418,UDINE,SAN DANIELE DEL FRIULI,-,Facchin Silvana,,,-,-,Via Osoppo,111,33038,+39 0432 941044,,+39 0432 941044,,,2,5,2,Mar 01 - Oct 31,Mar 01 - Oct 31,,,,,,,,46.1632024,13.0148181
2632,UDINE,SAN DANIELE DEL FRIULI,-,Rossi Carlo,,,-,-,Via delle Querce,28,33038,+39 0432 955879,,,rossi-bellomo@alice.it,,1,3,1,"Mar 01 - May 15, Jul 01 - Sep 15, Dec 01 - Dec 31",Mar 01 - May 15,Jul 01 - Sep 15,Dec 01 - Dec 31,,,,,,46.1594704,12.9956326
40420,UDINE,SAN DANIELE DEL FRIULI,-,Sottocolle Fontana di Ursella Ivan,Sottocolle Fontana ,Ursella Ivan,-,-,Via Soprapaludo,4,33038,,,,federica.nonino@gmail.com,http://www.sottocollefontana.it,3,6,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.1699665,13.0359516
2633,UDINE,SAN DANIELE DEL FRIULI,-,Villa Jasmin di Pischiutta Alba,Villa Jasmin ,Pischiutta Alba,-,VILLANOVA,via Nazionale,76,33030,+39 0432 956013,+39 338 9938105,+39 0432 956013,,,3,6,1,Mar 01 - Dec 31,Mar 01 - Dec 31,,,,,,,,46.1311386,12.9695321
52880,UDINE,SAN GIOVANNI AL NATISONE,Standard,Casa De Marco di De Marco Franca,,Marco Franca,-,-,Via Ronchi,13,33048,+39 0432 756691,+39 340 3997346,,casa-demarco@virgilio.it,,4,8,2,Mar 01 - Nov 30,Mar 01 - Nov 30,,,,,,,,45.9914874,13.4120866
4100,UDINE,SAN LEONARDO,-,Ada di Sibau Ada,Ada ,Sibau Ada,-,MERSO DI SOPRA,Via Merso di Sopra,15,33040,+39 0432 723457,+39 340 2968519,,,,2,5,1,May 01 - Aug 31,May 01 - Aug 31,,,,,,,,46.121796,13.527072
2429,UDINE,SAN LEONARDO,-,Casa Emilia di Sibau Giuseppina,Casa Emilia ,Sibau Giuseppina,-,-,Via Cravest,80,33040,+39 0432 723148,,+39 0432 723148,,,2,3,2,Jun 01 - Sep 30,Jun 01 - Sep 30,,,,,,,,,
2520,UDINE,SAN LEONARDO,-,Casa Qualizza di Coceani Giulia,Casa Qualizza ,Coceani Giulia,-,MERSO DI SOPRA,Via Merso di Sopra,44,33040,+39 0432 723212,,,giuliacoceani@gmail.com,,3,6,1,Jun 01 - Aug 31,Jun 01 - Aug 31,,,,,,,,46.121796,13.527072
2427,UDINE,SAN LEONARDO,-,La Casa Sul Fiume di Chiabai Paola,La Casa Sul Fiume ,Chiabai Paola,-,COSIZZA,Frazione Costa,22,33040,+39 0432 723068,+39 380/2980970,,p.tomasetig@libero.it,,2,3,2,May 01 - Sep 30,May 01 - Sep 30,,,,,,,,,
2428,UDINE,SAN LEONARDO,-,Zanutto Lorenzo,,,SCRUTTO,-,Via Luigi Faidutti,8,33040,+39 0432 723205,,,,,2,4,2,"Jan 01 - Mar 31, Sep 01 - Nov 30",Jan 01 - Mar 31,Sep 01 - Nov 30,,,,,,,,
49680,UDINE,SAN PIETRO AL NATISONE,Superior,Casa Rosalba di Cedarmas Marco,Casa Rosalba ,Cedarmas Marco,-,MEZZANA,Frazione Melina,8,33049,+39 0432 727258,+39 349 1646711,+39 0432 727258,bbcasarosalba@yahoo.it,,2,6,2,May 15 - Dec 31,May 15 - Dec 31,,,,,,,,,
2490,UDINE,SAN PIETRO AL NATISONE,-,Corte Dei Suanovi di Spagnut Ave,Corte Dei Suanovi ,Spagnut Ave,-,SORZENTO,Frazione Seuza,21,33049,+39 0432 727384,+39 335 7050955  334 3185668,+39 0432 727556,,,1,2,1,Apr 01 - Dec 31,Apr 01 - Dec 31,,,,,,,,,
53900,UDINE,SAN VITO AL TORRE,Superior,Casa Della Fornace di Qualizza Eleonora,Casa Della Fornace ,Qualizza Eleonora,-,CRAUGLIO,Via Venezia,7,33050,,+39 333 7772770,+39 0432 1632018,info@casadellafornace.it,http://www.casadellafornace.it,4,8,4,"Jan 01 - Jan 31, Mar 01 - Oct 31, Dec 01 - Dec 31",Jan 01 - Jan 31,Mar 01 - Oct 31,Dec 01 - Dec 31,,,,,,45.880947,13.3799438
54740,UDINE,SAN VITO AL TORRE,Standard,B & B 23 di Rossi Paola,B & B 23 ,Rossi Paola,-,NOGAREDO AL TORRE,Via Julia,23,33041,,+39 349 1435331,,bedandbreakfast23@libero.it,,3,6,1,Apr 01 - Dec 31,Apr 01 - Dec 31,,,,,,,,45.9132178,13.3770323
57420,UDINE,SAN VITO AL TORRE,Standard,Il Cammino di Simeon Daniele,Il Cammino ,Simeon Daniele,-,NOGAREDO AL TORRE,Via Julia,19,33050,,+39 340 1095416,,marinella.cordiglia@alice.it,,2,4,2,Jan 15 - Jul 31,Jan 15 - Jul 31,,,,,,,,45.9132178,13.3770323
57580,UDINE,SAN VITO AL TORRE,Standard,Palazzo Roncato di Rossana Roncato,Palazzo Roncato ,Rossana Roncato,SAN VITO AL TORRE,CRAUGLIO,Via Venezia, 1/a,33050,,+39 333 5278542,,,,2,6,2,"Jan 01 - Jan 07, Mar 01 - Oct 30, Dec 12 - Dec 31",Jan 01 - Jan 07,Mar 01 - Oct 30,Dec 12 - Dec 31,,,,,,45.880947,13.3799438
41741,UDINE,SAN VITO AL TORRE,-,Villa Steffaneo di Roncato Roberto,Villa Steffaneo ,Roncato Roberto,CRAUGLIO,-,Via Aquileia,36,33050,+39 0432 999528,+39 339 6273057,+39 0432 998021,villa.steffaneo@virgilio.it,,3,6,3,Apr 01 - Oct 31,Apr 01 - Oct 31,,,,,,,,45.8795434,13.3835194
2414,UDINE,SAURIS,Superior,Sant Antonio di Modepoudn di Marzari Laura,Sant Antonio di Modepoudn ,Marzari Laura,-,-,Via Ariis di Sotto, 85/A,33020,,+39 339 8582777,,laura.marzari52@gmail.com,,3,6,3,"Jan 01 - Feb 28, Apr 01 - May 02, Jun 01 - Sep 30, Dec 01 - Dec 31",Jan 01 - Feb 28,Apr 01 - May 02,Jun 01 - Sep 30,Dec 01 - Dec 31,,,,,,
2565,UDINE,SAURIS,Standard,Pa  Mairlan di Plozzer Armida,Pa  Mairlan ,Plozzer Armida,-,-,Frazione Pesariis,42,33020,+39 0433 86009,,+39 0433 86009,pamairlan@bbcarnia.it,http://www.pamairlan-sauris.it,3,6,2,"Jan 01 - Mar 01, Apr 01 - May 01, Jun 01 - Sep 30, Dec 01 - Dec 31",Jan 01 - Mar 01,Apr 01 - May 01,Jun 01 - Sep 30,Dec 01 - Dec 31,,,,,,
2561,UDINE,SEDEGLIANO,-,Il Mulino Sul Ledra di Vidotto Tiziana,Il Mulino Sul Ledra ,Vidotto Tiziana,-,-,Via Martiri della Libertà,23,33039,+39 0432 916836,+39 333 9076886,+39 0432 916836,mulinoledra@gmail.com,,1,2,1,"Feb 01 - Apr 21, May 06 - Jul 26, Sep 02 - Oct 31, Nov 04 - Dec 19",Feb 01 - Apr 21,May 06 - Jul 26,Sep 02 - Oct 31,Nov 04 - Dec 19,,,,,46.0155344,12.979258
2388,UDINE,STREGNA,Comfort,Oasi di Pace Draha di Postregna Teresa,Oasi di Pace Draha ,Postregna Teresa,-,-,Via Stregna,17,33040,+39 0432 724192,+39 333 7600975,,teresa.postregna@gmail.com,http://oasidipacedraha.postregna.name,3,6,3,"Jan 01 - May 25, Jun 15 - Dec 20",Jan 01 - May 25,Jun 15 - Dec 20,,,,,,,46.1269049,13.5777342
2651,UDINE,STREGNA,-,Angelina di Chiabai Giorgio,Angelina ,Chiabai Giorgio,-,ZAMIR,Frazione Seuza,3,33040,+39 0432 723389,,,,,3,6,3,"Mar 15 - Oct 01, Nov 01 - Nov 30",Mar 15 - Oct 01,Nov 01 - Nov 30,,,,,,,46.1264838,13.5691319
2522,UDINE,STREGNA,-,B & B Crisetig Franco,,Crisetig Franco,URATACA,VARCH,Frazione Varch,12,33040,+39 0432 724112,,,,,2,4,1,Apr 01 - Oct 15,Apr 01 - Oct 15,,,,,,,,46.1221458,13.602073
2407,UDINE,STREGNA,-,Casanatura di Bertoldi Diana,Casanatura ,Bertoldi Diana,-,-,Via Stregna, 11/B,33040,+39 0432 724215  328 4205161,,,dbertoldi@libero.it,http://www.bbcasanatura.it,2,5,1,"Mar 23 - Nov 04, Dec 06 - Dec 31",Mar 23 - Nov 04,Dec 06 - Dec 31,,,,,,,46.1269049,13.5777342
